,pct,alg,compaIze,data,nClusters,nComponents,redenCl,gamma,gammaScale,maxNMI,avgNMI,stdNMI,avgPMI,stdPMI,maxF1,avgF1,stdF1,maxCA,avgCA,stdCA,maxARI,avgARI,stdARI
1980,37.52,SVD,pca,wiki,1000,1000,doc,3.0175504109632324e-07,0.0001,0.03032095861290891,0.022606807814110497,0.004907399579845154,0.08851164115579321,0.03261277705239996,0.4119103487577949,0.3914757813407406,0.028843325469504633,0.0981610690429326,0.09647289168087839,0.002928624849384847,0.0012044832265647426,0.00023939576718309358,0.0007439903960858154
1981,37.54,SVD,pca,wiki,doc,17,doc,3.0175504109632324e-07,0.0001,0.42137719539062024,0.4089982893652543,0.007008504489238172,0.12411610692238306,0.0051121865980561865,0.291065591065302,0.27686851210245245,0.007830763715835094,0.06207498936284294,0.06033897073830519,0.0009807441927150357,0.139423414427853,0.13120310964305626,0.005666821047619755
1982,37.56,SVD,pca,wiki,term,23,doc,3.0175504109632324e-07,0.0001,0.44592694093894664,0.4185711486428712,0.014471176536850507,0.1253389641178821,0.004955821716904218,0.30752671327540504,0.28186520304636226,0.013040253211071938,0.06720642311324508,0.06378409511520992,0.0024394699365766328,0.1348691953576221,0.12028637077720246,0.009137355071040127
1983,37.58,SVD,pca,wiki,1000,1000,doc,3.0175504109632328e-06,0.001,0.032648590771454065,0.019271169565529378,0.004845418686197649,0.08144348014674677,0.017971598933140803,0.41087766920945323,0.339391240107198,0.07277915668992821,0.09816210681435307,0.08962674821243874,0.009194365195763384,0.0021848594678871196,0.0004065313533802341,0.0010888689709135722
1984,37.59,SVD,pca,wiki,doc,17,doc,3.0175504109632328e-06,0.001,0.41558483236286553,0.41001702567786913,0.004216013875089774,0.12144026945297304,0.005684276999052145,0.2875867983353076,0.2775750938393412,0.004507867088067208,0.06324767106797057,0.060190811571843174,0.0012500441967240312,0.14426128668656985,0.1331014410797419,0.006446271069000074
1985,37.61,SVD,pca,wiki,term,23,doc,3.0175504109632328e-06,0.001,0.4366432991043966,0.42261960993691317,0.014578349983476457,0.12751584610431643,0.003086193969284491,0.3143606951329979,0.2861626857120692,0.013720879557880478,0.0691480934409387,0.06387531522306897,0.002502115275785187,0.14440000053410695,0.1285001064782362,0.008417009457613537
1986,37.63,SVD,pca,wiki,1000,1000,doc,3.0175504109632325e-05,0.01,0.042514381018900226,0.028836536445891865,0.007622355504164689,0.0823264182023172,0.029255498308796497,0.40923429776264536,0.3603435545658856,0.05538735805496801,0.09812820628128448,0.09298002981863215,0.00639639165879027,0.002654422704961464,0.0007777371793880191,0.0013773471383281934
1987,37.65,SVD,pca,wiki,doc,17,doc,3.0175504109632325e-05,0.01,0.4244970715631794,0.41468389580753245,0.0068049519532627735,0.12401876255981778,0.00816403772045873,0.2926818024662901,0.28180606282092785,0.007096978681416163,0.06292803747046675,0.060999097138864186,0.0012721209395153551,0.14993193506758928,0.13658925683228346,0.008639061384050737
1988,37.67,SVD,pca,wiki,term,23,doc,3.0175504109632325e-05,0.01,0.462530830125309,0.42040927214277596,0.023994600024073356,0.1294441319218692,0.011432025305215454,0.3044595497229971,0.28120353748068705,0.014792626247090764,0.0687170723776381,0.06348487102230863,0.0026742198012449036,0.14540545747874611,0.1280896781378133,0.01504073970256748
1989,37.69,SVD,pca,wiki,1000,1000,doc,0.0003017550410963233,0.1,0.03908702100674783,0.02427849350969865,0.0083642177116029,0.08971819909655537,0.031129326462070565,0.41056410746373956,0.3461262082967162,0.07305082321491016,0.09815968534770532,0.0903183190870379,0.010258625600914421,0.0011150134257497156,-0.000745793755490166,0.0017242275854916058
